Title,Score,URL,Number of Comments,Created On,Body
Merrimack Valley explosions intensify calls to wean state off gas,5,https://www.bostonglobe.com/metro/2018/10/12/after-explosions-north-boston-natural-gas-comes-under-sharp-scrutiny/dDAfuBb2CEYnEa4BhvfSHO/story.html,5,1539472777.0,
